type,state,timeStamp,Ax,Ay,Az,Gx,Gy,Gz
tail,0,1592196959723,-3368,15688,-2900,-1776,-396,-123
tail,0,1592196959783,-3320,15696,-3036,-1808,-140,-332
tail,0,1592196959823,-3996,15512,-2976,-1808,-50,544
tail,0,1592196959873,-3256,15628,-2964,-1792,-342,227
tail,0,1592196959924,-2960,15524,-2920,-1824,-377,357
tail,0,1592196959973,-2964,15708,-3136,-1792,-450,-432
tail,0,1592196960022,-7928,15776,-2508,-1808,59,1751
tail,0,1592196960074,-2928,15712,-2484,-1808,-354,-283
tail,0,1592196960126,5592,12964,-1868,-1808,-1723,-3873
tail,0,1592196960173,-19868,14912,-3520,-1824,3236,-512
tail,0,1592196960224,-10788,14600,-2976,-1808,-479,2206
tail,0,1592196960274,-6604,13832,-4728,-1776,-3025,600
tail,0,1592196960323,17560,14240,-2168,-1824,-1456,-4574
tail,0,1592196960373,-5616,9208,-3208,-1760,4195,6027
tail,0,1592196960440,-17488,16292,-8464,-1808,-1787,-2840
tail,0,1592196960477,-5112,13600,-4796,-1808,-1855,407
tail,0,1592196960522,1864,13308,-2680,-1824,-688,-55
tail,0,1592196960573,2996,12124,-1252,-1792,-306,-3787
tail,0,1592196960623,-21212,11856,-2260,-1808,4509,933
tail,0,1592196960673,-16044,12244,-5024,-1808,-449,612
tail,0,1592196960726,-6740,12132,-3740,-1808,-1195,2044
tail,0,1592196960781,1680,13116,-2776,-1776,-1889,-4631
tail,0,1592196960823,-27908,11636,-2372,-1808,4441,10812
tail,0,1592196960874,-18536,13900,-2876,-1824,-3052,3575
tail,0,1592196960923,5588,12460,-3248,-1824,-4460,-887
tail,0,1592196960974,10528,8664,-168,-1808,-102,-98
tail,0,1592196961024,-32768,12856,-5996,-1776,6085,3942
tail,0,1592196961074,-13404,12460,-1660,-1840,-1999,1078
tail,0,1592196961125,-52,11952,-2820,-1760,-2157,-601
tail,0,1592196961175,-1244,10664,-1720,-1824,1436,-985
tail,0,1592196961224,-31180,12756,-5936,-1824,1004,1642
tail,0,1592196961273,-8604,11788,-4428,-1840,-4929,-2157
tail,0,1592196961332,4432,12464,-1808,-1808,-598,-1725
tail,0,1592196961375,-4716,11484,-3060,-1824,2208,1395
tail,0,1592196961425,-20928,13388,-4816,-1792,-828,-1874
tail,0,1592196961473,-11428,13244,-2736,-1808,-2595,3488
tail,0,1592196961525,-1436,13132,-2224,-1808,-1711,768
tail,0,1592196961576,-3080,14660,-4812,-1792,-1753,78
tail,0,1592196961623,-1780,15324,-2752,-1776,-807,699
tail,0,1592196961673,-4572,15676,-3372,-1808,-334,618
tail,0,1592196961726,-532,15160,-3264,-1808,-751,156
tail,0,1592196961782,-2464,15812,-3768,-1808,-1114,263
tail,0,1592196961823,-1648,15908,-2736,-1824,-205,1742
tail,0,1592196961872,-1392,15860,-3120,-1824,-745,55
tail,0,1592196961924,-1572,16044,-3340,-1824,-191,249
tail,0,1592196961974,-2216,15956,-3408,-1840,-478,110
tail,0,1592196962025,-832,15764,-3284,-1808,-276,-412
tail,0,1592196962073,-1144,16272,-3100,-1792,-494,-251
tail,0,1592196962125,-1248,15780,-3092,-1792,-518,-209
tail,0,1592196962173,-1492,15636,-3048,-1840,-175,-403
tail,0,1592196962223,-1940,15992,-3156,-1808,-618,-374
tail,0,1592196962273,-1928,16000,-2916,-1840,-444,-133
tail,0,1592196962330,-2116,16112,-2836,-1792,-462,-64
tail,0,1592196962374,-1688,15820,-3056,-1824,-401,399
tail,0,1592196962423,-2232,15968,-2912,-1808,-85,428
tail,0,1592196962473,-1324,16072,-3176,-1840,-447,-131
tail,0,1592196962523,-1712,15808,-3092,-1824,-87,59
tail,0,1592196962572,-1984,16188,-3164,-1840,-674,55
tail,0,1592196962623,-1508,15856,-3188,-1824,-772,-93
tail,0,1592196962672,-1876,16068,-2544,-1792,-168,29
tail,0,1592196962722,-2128,15916,-3228,-1808,-551,90
tail,0,1592196962783,-2056,16200,-3256,-1808,-597,-218
tail,0,1592196962823,-1612,16052,-3068,-1840,-964,-41
tail,0,1592196962873,-1952,15984,-2888,-1792,-753,-154
tail,0,1592196962923,-1620,16016,-2516,-1824,-446,-239
tail,0,1592196962974,-1900,16036,-2468,-1824,-478,-264
tail,0,1592196963025,-1492,15936,-2724,-1808,-151,-217
tail,0,1592196963076,-1920,15872,-2624,-1808,-410,-65
tail,0,1592196963123,-2180,16188,-2436,-1808,-245,-110
tail,0,1592196963173,-2240,15988,-2688,-1824,-515,-293
tail,0,1592196963225,-2624,15884,-2548,-1808,-142,475
tail,0,1592196963274,-2192,16012,-2548,-1808,-333,258
tail,0,1592196963329,-1616,16028,-2832,-1824,-436,-215
tail,0,1592196963373,-2464,15820,-2884,-1792,-307,432
tail,0,1592196963424,-2556,16228,-2868,-1840,-438,194
tail,0,1592196963475,-2040,16164,-2828,-1808,-441,-81
tail,0,1592196963536,-1600,15780,-2492,-1808,-288,22
tail,0,1592196963574,-2252,16096,-2644,-1840,-281,221
tail,0,1592196963624,-2436,16196,-2960,-1824,-534,-70
tail,0,1592196963674,-1496,15924,-2756,-1792,-228,-195
tail,0,1592196963723,-2012,16072,-2440,-1824,-437,-5
tail,0,1592196963779,-2044,16012,-2652,-1808,-308,144
tail,0,1592196963823,-1752,15992,-2668,-1808,-227,-2
tail,0,1592196963896,-1748,15904,-2952,-1808,-529,160
tail,0,1592196963941,-1712,16200,-2888,-1824,-451,122
tail,0,1592196963975,-1356,15624,-1708,-1824,-994,815
tail,0,1592196964032,-2548,16168,-2772,-1840,563,554
tail,0,1592196964073,-1920,16140,-2384,-1808,-391,-261
tail,0,1592196964123,-1792,15872,-2972,-1808,-180,53
tail,0,1592196964185,-2168,16152,-2760,-1792,-256,68
tail,0,1592196964223,-1508,15860,-2636,-1792,-381,-111
tail,0,1592196964272,-1948,16016,-2520,-1792,-96,89
tail,0,1592196964323,-1996,15964,-2932,-1808,-295,-92
tail,0,1592196964372,-1764,15908,-2740,-1808,-437,36
tail,0,1592196964422,-2176,16208,-2572,-1792,-320,2
tail,0,1592196964475,-2028,15844,-2704,-1824,-330,163
tail,0,1592196964523,-1564,16012,-2816,-1792,-188,60
tail,0,1592196964575,-1380,15668,-2752,-1840,-384,-147
tail,0,1592196964623,-2640,16128,-2764,-1808,-301,-38
tail,0,1592196964683,-2292,16016,-2580,-1808,-339,305
tail,0,1592196964723,-1872,16064,-2492,-1824,-555,68
tail,0,1592196964773,-2208,16000,-2896,-1792,-279,188
tail,0,1592196964823,-2496,16020,-2540,-1808,-427,293
tail,0,1592196964873,-2724,16152,-2500,-1808,-58,746
tail,0,1592196964931,-1704,16000,-3148,-1856,-550,74
tail,0,1592196964975,-2204,15972,-2604,-1824,-39,146
tail,0,1592196965023,-1696,16108,-2516,-1792,-698,-122
tail,0,1592196965074,-1560,16056,-2648,-1840,-328,-58
tail,0,1592196965340,-2048,16152,-2736,-1808,-391,-72
tail,0,1592196965340,-2040,16080,-2136,-1824,-424,-34
tail,0,1592196965341,-1740,15956,-2708,-1792,-434,292
tail,0,1592196965341,-1656,16108,-2308,-1824,-189,15
tail,0,1592196965341,-1724,15940,-2788,-1840,-231,-91
tail,0,1592196965391,-2008,16184,-2924,-1808,-417,-133
tail,0,1592196965493,-2532,16008,-2712,-1824,-287,-29
tail,0,1592196965493,-1984,16020,-2240,-1808,-391,159
tail,0,1592196965537,-1884,15936,-3056,-1824,-368,-164
tail,0,1592196965579,-2404,16084,-2116,-1808,-339,919
tail,0,1592196965651,-1736,15920,-3100,-1808,-436,-212
tail,0,1592196965682,-1596,16108,-2656,-1776,-439,-187
tail,0,1592196965737,-1700,16080,-2688,-1808,-450,61
tail,0,1592196965777,-2396,15992,-2564,-1824,-347,85
tail,0,1592196965827,-2264,16052,-2412,-1792,-350,189
tail,0,1592196965876,-2120,16036,-2648,-1808,-478,16
tail,0,1592196965926,-2444,16092,-2564,-1808,-349,309
tail,0,1592196965976,-2284,16140,-2544,-1808,-301,163
tail,0,1592196966032,-1888,15860,-2716,-1792,-576,-88
tail,0,1592196966076,-2360,16096,-2596,-1792,-344,-137
tail,0,1592196966131,-2040,15964,-2752,-1792,-768,-356
tail,0,1592196966176,-2188,15996,-2056,-1824,-620,-42
tail,0,1592196966226,-2552,16052,-2404,-1808,-609,291
tail,0,1592196966276,-1864,16008,-2536,-1808,-427,-60
tail,0,1592196966328,-2540,16204,-2032,-1792,-167,115
tail,0,1592196966376,-1888,16056,-2728,-1840,-424,-28
tail,0,1592196966426,-1792,15900,-2400,-1776,-88,140
tail,0,1592196966475,-2820,16224,-2436,-1824,-500,28
tail,0,1592196966527,-2128,16052,-2140,-1824,-294,37
tail,0,1592196966606,-1992,15976,-2268,-1792,-438,-116
tail,0,1592196966629,-2492,16168,-2576,-1808,-363,173
tail,0,1592196966678,-2064,16212,-2492,-1808,-368,56
tail,0,1592196966727,-1288,16184,-3800,-1792,-1563,-1016
tail,0,1592196966776,-2408,16140,-1824,-1824,-286,-126
tail,0,1592196966826,-2100,15768,-2040,-1840,-333,371
tail,0,1592196966876,-2836,16172,-2564,-1776,-14,183
tail,0,1592196966926,-2020,15828,-2784,-1792,-398,-12
tail,0,1592196966976,-2468,16136,-1984,-1792,-214,195
tail,0,1592196967026,-1940,16008,-2212,-1824,-465,-339
tail,0,1592196967075,-2324,15832,-1780,-1792,14,677
tail,0,1592196967126,-2396,16136,-2828,-1776,-350,-132
tail,0,1592196967176,-2216,15804,-2248,-1840,-371,164
tail,0,1592196967226,-2624,16240,-2456,-1776,-224,-102
tail,0,1592196967276,-2024,16052,-2164,-1840,-335,-222
tail,0,1592196967326,-2196,15660,-2576,-1808,-202,-864
tail,0,1592196967376,-2824,16124,-2732,-1792,-428,-174
tail,0,1592196967426,-2516,16012,-2348,-1824,-414,-13
tail,0,1592196967476,-2308,15944,-2376,-1792,-280,-285
tail,0,1592196967527,-2376,15980,-1988,-1808,-276,115
tail,0,1592196967576,-2576,15920,-2684,-1808,-367,-45
tail,0,1592196967635,-2808,16024,-2164,-1808,-129,129
tail,0,1592196967676,-2704,15972,-2364,-1808,-479,-32
tail,0,1592196967728,-3300,16004,-2272,-1792,-134,306
tail,0,1592196967776,-2276,15988,-2304,-1760,-328,-32
tail,0,1592196967826,-2008,15900,-2588,-1840,-301,41
tail,0,1592196967877,-2460,16124,-2284,-1808,-340,-12
tail,0,1592196967927,-2448,15860,-2128,-1808,-473,92
tail,0,1592196967976,-2952,16056,-2416,-1808,-50,-123
tail,0,1592196968026,-2532,16024,-2284,-1792,-395,-131
tail,0,1592196968076,-2040,15808,-2244,-1792,-227,14
tail,0,1592196968126,-3344,15944,-2596,-1792,-335,244
tail,0,1592196968176,-2800,16040,-2200,-1824,-412,-41
tail,0,1592196968226,-2276,15960,-2472,-1824,-361,-149
tail,0,1592196968280,-2844,15876,-2272,-1808,-249,140
tail,0,1592196968326,-2792,16028,-2440,-1808,-471,-25
tail,0,1592196968375,-2388,15956,-2336,-1808,-338,53
tail,0,1592196968426,-2784,15808,-2176,-1792,-252,107
tail,0,1592196968479,-2640,16092,-2336,-1792,-372,-38
tail,0,1592196968526,-2724,15856,-2368,-1824,-348,88
tail,0,1592196968577,-2240,15888,-2468,-1824,-432,159
tail,0,1592196968626,-2884,15928,-2416,-1808,-591,-226
tail,0,1592196968677,-2912,15932,-2692,-1840,-848,-46
tail,0,1592196968730,-2336,15924,-2432,-1808,-1242,438
tail,0,1592196968776,-3292,15788,-1988,-1824,-1400,-561
tail,0,1592196968826,-2432,15936,-2740,-1808,-1976,-829
tail,0,1592196968877,-824,16544,-3908,-1808,-4098,-3993
tail,0,1592196968927,-4284,15912,-1852,-1808,-6331,-2022
tail,0,1592196968979,-5120,15620,1292,-1792,-8115,-4458
tail,0,1592196969027,-3004,15748,1196,-1792,-6930,-2121
tail,0,1592196969077,-4472,15536,2468,-1808,-6460,-3105
tail,0,1592196969126,-3612,15472,4260,-1840,-6023,-1666
tail,0,1592196969176,-4308,15468,3676,-1808,-1269,-133
tail,0,1592196969226,-4052,15584,1500,-1792,-3583,-1997
tail,0,1592196969276,-5124,15320,3896,-1824,-3721,-876
tail,0,1592196969326,-4780,15556,2652,-1776,-3491,-1545
tail,0,1592196969376,-4328,15468,4712,-1808,-4255,-828
tail,0,1592196969430,-4348,14992,5872,-1824,-1443,-213
tail,0,1592196969475,-4196,15112,4884,-1824,-327,57
tail,0,1592196969526,-4272,15140,4948,-1808,-130,-199
tail,0,1592196969575,-4728,14968,3924,-1808,-103,343
tail,0,1592196969626,-4868,15156,4432,-1792,-314,292
tail,0,1592196969676,-4216,15160,4228,-1824,-202,48
tail,0,1592196969725,-4392,15156,4716,-1808,101,239
tail,0,1592196969776,-4248,15192,4192,-1808,-129,178
tail,0,1592196969826,-4708,15084,4188,-1824,376,128
tail,0,1592196969879,-4744,15356,4112,-1792,-77,332
tail,0,1592196969930,-4264,15220,4124,-1808,-116,110
tail,0,1592196969976,-4648,15248,4376,-1776,205,431
tail,0,1592196970143,-4584,15232,3764,-1824,315,243
tail,0,1592196970143,-4452,15272,4004,-1824,-175,110
tail,0,1592196970143,-4300,15268,4264,-1824,711,484
tail,0,1592196970181,-4432,15244,3032,-1808,90,73
tail,0,1592196970235,-4380,15396,4312,-1776,-164,239
tail,0,1592196970277,-4012,15252,3696,-1808,71,203
tail,0,1592196970330,-4292,15392,3752,-1808,-551,123
tail,0,1592196970375,-4664,15284,3956,-1792,-289,139
tail,0,1592196970426,-4684,15204,3552,-1792,-422,98
tail,0,1592196970476,-4300,15344,4216,-1824,-202,-76
tail,0,1592196970526,-4240,15320,3968,-1792,-332,6
tail,0,1592196970576,-4468,15136,3324,-1808,-256,158
tail,0,1592196970628,-4768,15424,3752,-1808,-557,-157
tail,0,1592196970676,-4460,15304,3664,-1808,-356,182
tail,0,1592196970726,-4276,15240,3896,-1808,-493,-213
tail,0,1592196970776,-3952,15276,4168,-1792,-81,375
tail,0,1592196970826,-4672,15324,3336,-1808,234,169
tail,0,1592196970876,-4700,15372,3700,-1808,-438,-165
tail,0,1592196970926,-4852,15268,3516,-1840,-547,352
tail,0,1592196970977,-4572,15412,4220,-1824,-924,-448
tail,0,1592196971026,-4108,15244,4172,-1824,-391,-271
tail,0,1592196971076,-4448,15260,3804,-1808,-95,-208
tail,0,1592196971127,-4608,15272,3544,-1808,-179,-5
tail,0,1592196971176,-4396,15340,4132,-1776,-392,62
tail,0,1592196971226,-4804,15116,3656,-1808,-330,306
tail,0,1592196971277,-4356,15168,4272,-1808,-375,82
tail,0,1592196971325,-4048,15320,3624,-1792,-194,91
tail,0,1592196971375,-4872,15296,3676,-1792,-266,55
tail,0,1592196971425,-4552,15352,3472,-1792,-286,72
tail,0,1592196971476,-4136,15212,3788,-1824,-598,-59
tail,0,1592196971525,-4564,15304,4064,-1808,-395,55
tail,0,1592196971576,-4876,15200,4120,-1776,-310,-57
tail,0,1592196971626,-4152,15460,3804,-1776,-133,-247
tail,0,1592196971678,-4584,14952,3588,-1808,-680,-291
tail,0,1592196971726,-3508,15064,4976,-1792,-1740,-1681
tail,0,1592196971776,-3492,15024,4644,-1824,-996,-2032
tail,0,1592196971828,-3796,15252,3372,-1792,-3459,-3605
tail,0,1592196971876,-4728,14736,4548,-1792,-4174,-2386
tail,0,1592196971929,-5324,14864,5284,-1808,-4892,-2278
tail,0,1592196971976,-4620,13564,4980,-1840,-5451,-3453
tail,0,1592196972029,-2672,11464,4812,-1808,-10695,-5545
tail,0,1592196972085,-9104,13600,9172,-1824,-12687,-3723
tail,0,1592196972133,-5272,13488,9224,-1776,-9324,-2284
tail,0,1592196972177,-4504,12600,6356,-1824,-13350,-2850
tail,0,1592196972226,-4372,9680,15528,-1792,-18494,-7044
tail,0,1592196972277,-4828,9816,11968,-1840,-15279,-3768
tail,0,1592196972341,-1780,7604,12232,-1808,-19074,-7765
tail,0,1592196972385,-4048,5932,14844,-1792,-20593,-7986
tail,0,1592196972427,-5048,4808,23504,-1792,-7598,-525
tail,0,1592196972477,-3784,3808,14368,-1808,-1259,941
tail,0,1592196972542,-2828,2732,16144,-1776,-8297,-6687
tail,0,1592196972576,-1272,2404,14072,-1808,-7837,-3307
tail,0,1592196972627,-1708,668,17596,-1824,-14571,-8001
tail,0,1592196972676,-3572,-3080,32767,-1824,-158,-3377
tail,0,1592196972726,-920,796,16564,-1808,-422,-103
tail,0,1592196972780,-2328,884,16688,-1808,-706,-577
tail,0,1592196972826,-1800,972,16988,-1808,-314,-486
tail,0,1592196972934,-1976,1088,16916,-1808,-170,-1109
tail,0,1592196972941,-1060,1148,16888,-1824,-555,-143
tail,0,1592196972976,-1136,1188,16408,-1760,-303,-1115
tail,0,1592196973026,-580,1176,17464,-1824,135,-1530
tail,0,1592196973106,-872,1040,16808,-1808,416,-660
tail,0,1592196973126,-124,1036,17400,-1808,579,-884
tail,0,1592196973176,-1712,968,16824,-1824,1234,-1984
tail,0,1592196973228,156,1328,16856,-1808,1000,-1441
tail,0,1592196973302,-512,1524,16508,-1808,676,-1355
tail,0,1592196973326,-2160,1676,16832,-1840,501,-1775
tail,0,1592196973376,-44,1776,16984,-1824,950,-842
tail,0,1592196973426,408,1904,17104,-1792,1095,-582
tail,0,1592196973476,-28,1968,16412,-1840,570,-632
tail,0,1592196973526,-876,1996,16584,-1840,-226,364
tail,0,1592196973576,316,2136,17004,-1808,-185,-277
tail,0,1592196973629,-1340,1892,16708,-1792,-353,-311
tail,0,1592196973675,688,2084,17220,-1840,15,77
tail,0,1592196973726,192,2100,16460,-1808,-203,394
tail,0,1592196973784,508,2000,17048,-1792,-280,501
tail,0,1592196973826,-1668,2140,16800,-1840,-312,1244
tail,0,1592196973876,-1152,2124,16980,-1840,-660,378
tail,0,1592196973926,-196,2148,16968,-1808,-679,872
tail,0,1592196973976,-736,2188,16884,-1808,-1411,-897
tail,0,1592196974043,356,1952,17108,-1808,-647,-263
tail,0,1592196974078,-436,2112,16180,-1824,-365,-29
tail,0,1592196974133,448,2044,16852,-1808,-583,-241
tail,0,1592196974176,168,1884,17156,-1824,-346,-466
tail,0,1592196974226,5136,1824,16692,-1824,-20,-2500
tail,0,1592196974276,-2084,1980,16632,-1808,2371,-1717
tail,0,1592196974326,-6132,2424,16136,-1840,1764,1285
tail,0,1592196974375,-3544,2400,16760,-1776,66,3143
tail,0,1592196974427,-116,2620,16964,-1792,-644,2289
tail,0,1592196974476,3452,2704,16576,-1792,-150,459
tail,0,1592196974530,4620,2888,16148,-1840,-514,-2829
tail,0,1592196974576,-6608,-1864,16228,-1808,1938,7088
tail,0,1592196974627,-1108,2852,17852,-1824,3241,-368
tail,0,1592196974676,-9212,2760,15664,-1824,504,7951
tail,0,1592196974726,4712,1696,17592,-1840,-3716,1927
tail,0,1592196974779,9740,2820,16420,-1808,71,-1259
tail,0,1592196974827,4496,-3304,16052,-1792,145,3776
tail,0,1592196974877,-9336,2760,17144,-1824,3501,-2282
tail,0,1592196974936,-9576,3912,15672,-1808,110,7255
tail,0,1592196974978,-568,1620,16536,-1808,-4580,2735
tail,0,1592196975027,9140,1572,17864,-1808,-2620,-2532
tail,0,1592196975076,5552,-1336,16532,-1792,-387,-5182
tail,0,1592196975127,-9208,2820,17896,-1792,4231,1464
tail,0,1592196975176,-4320,2436,15892,-1840,1272,3796
tail,0,1592196975227,-3264,1412,16392,-1808,-4608,534
tail,0,1592196975276,6296,2980,17548,-1792,-2221,-1150
tail,0,1592196975327,11196,-276,17268,-1824,645,-5505
tail,0,1592196975376,-7016,1732,16992,-1792,4200,-2707
tail,0,1592196975426,-5984,1840,15748,-1808,521,3870
tail,0,1592196975476,-3760,2352,15956,-1808,-3228,2375
tail,0,1592196975527,5220,3572,16928,-1840,-2188,-653
tail,0,1592196975576,13216,2412,16976,-1808,395,-5375
tail,0,1592196975627,-18124,-1712,17736,-1792,3214,-49
tail,0,1592196975676,-6076,2792,15916,-1792,-287,3813
tail,0,1592196975726,-5120,-172,17204,-1840,-5653,1323
tail,0,1592196975776,6380,3668,16788,-1808,-1339,1882
tail,0,1592196975826,-4596,1888,16208,-1824,-954,1939
tail,0,1592196975876,672,3316,16804,-1792,82,800
tail,0,1592196975926,-1556,2708,16424,-1776,-370,-19
tail,0,1592196975976,-1284,2640,16708,-1840,-364,95
tail,0,1592196976026,-1448,2828,16784,-1808,-177,212
tail,0,1592196976075,-652,3156,16312,-1808,-342,96
tail,0,1592196976126,-1624,2660,16512,-1824,-1227,801
tail,0,1592196976176,-552,2848,16184,-1792,-1059,167
tail,0,1592196976429,-1984,2464,16892,-1824,-1146,2
tail,0,1592196976429,-2832,2140,16512,-1808,-1130,-514
tail,0,1592196976430,-1204,2464,16660,-1808,-1530,-1081
tail,0,1592196976431,1208,2700,17080,-1856,-1543,-1478
tail,0,1592196976441,-1788,1828,17400,-1792,-1311,-1072
tail,0,1592196976548,-504,2248,16440,-1792,-1058,-455
tail,0,1592196976549,-1804,2220,17228,-1792,-1290,-800
tail,0,1592196976590,52,2024,16772,-1792,-92,2296
tail,0,1592196976628,320,2552,17036,-1808,3,5394
tail,0,1592196976678,-1864,2548,16804,-1792,-56,7730
tail,0,1592196976740,-128,1844,16932,-1792,866,4720
tail,0,1592196976822,-2404,2272,15748,-1808,1794,3936
tail,0,1592196976827,-2280,2556,16232,-1808,-683,-172
tail,0,1592196976905,-3028,2532,16480,-1808,-140,569
tail,0,1592196976928,-2928,2592,16752,-1776,449,-254
tail,0,1592196976977,-2948,2656,16372,-1792,108,587
tail,0,1592196977027,-3068,2612,16312,-1792,338,831
tail,0,1592196977095,-2836,2768,16292,-1792,-11,-1410
tail,0,1592196977127,-4216,2820,16092,-1776,1193,149
tail,0,1592196977177,-6596,2920,16112,-1808,492,-2197
tail,0,1592196977244,-1224,2992,16756,-1808,596,-2143
tail,0,1592196977278,-3972,2364,16560,-1808,843,-5016
tail,0,1592196977327,-804,2880,16744,-1792,795,-1087
tail,0,1592196977411,-556,3004,16400,-1792,500,-2638
tail,0,1592196977430,-1908,3072,16384,-1792,858,-2690
tail,0,1592196977482,-1460,3168,15652,-1808,643,-1568
tail,0,1592196977527,-304,3252,16276,-1840,-143,-3143
tail,0,1592196977577,-860,3064,16664,-1808,-351,-195
tail,0,1592196977627,-1372,3268,16608,-1808,-495,998
tail,0,1592196977677,-1360,3088,16676,-1792,-260,-29
tail,0,1592196977727,-1172,3084,16544,-1824,-324,-461
tail,0,1592196977777,-768,3364,16500,-1776,-456,486
tail,0,1592196977827,-2052,3008,16716,-1840,-402,874
tail,0,1592196977877,-2296,2948,16460,-1808,-374,478
tail,0,1592196977927,-752,3248,16668,-1824,-477,322
tail,0,1592196977977,-1052,3204,16632,-1824,-383,439
tail,0,1592196978027,-740,3112,16540,-1792,-214,-844
tail,0,1592196978077,-2356,2800,16672,-1792,-250,114
tail,0,1592196978127,-1884,3044,16376,-1808,-385,318
tail,0,1592196978177,-1852,3064,16512,-1776,-412,310
tail,0,1592196978227,-1244,3152,16564,-1808,-371,141
tail,0,1592196978276,-964,3276,16612,-1776,-336,1
tail,0,1592196978327,-1188,3156,16556,-1792,-276,-365
tail,0,1592196978387,-1260,3068,16636,-1808,-316,-184
tail,0,1592196978427,-1212,3088,16592,-1776,-261,-127
